,text,author
52,"[Report] Cancer 2.0 via PEW - › Broadband and mobile internet access is spreading to more Americans, making... http://tumblr.com/xyb164foo3",fde8eb00-0444-4159-9b65-1ead60c2dc88
53,Link: Obama Administration Unveils “Big Data” Initiative: Announces $200 Million in New R&D Investments  http://t.co/GWfvMQxu,fde8eb00-0444-4159-9b65-1ead60c2dc88
54,[Keynote] The Rise of Networked Individuals and their role in the life of entrepreneurs - [Lee Rainie]... http://tumblr.com/xyb164vy1i,fde8eb00-0444-4159-9b65-1ead60c2dc88
55,Chart: hierarchy of innovation http://t.co/pNNOxhvt,fde8eb00-0444-4159-9b65-1ead60c2dc88
56,Latest Cosmetic Surgery Fad: Toe Shortening to wear high heels more comfortably... - via ABC News http://tumblr.com/xyb165bijq,fde8eb00-0444-4159-9b65-1ead60c2dc88
57,"New Findings Suggest that Winners Are Born, Not Bred - › The [findings, published in the Journal of... http://t.co/7j0r9sQu",fde8eb00-0444-4159-9b65-1ead60c2dc88
58,Photo: Shocking proof that the sun makes you age prematurely (via Gizmodo) ALWAYS USE SUNSCREEN!!!!!!! even... http://t.co/ecJ7qOCA,fde8eb00-0444-4159-9b65-1ead60c2dc88
59,Photo: (via [comic] Appreciation of xkcd comics vs. technical ability - Steve Hanov’s Programming Blog) http://t.co/L7Mi9mXE,fde8eb00-0444-4159-9b65-1ead60c2dc88
60,Photo: (via Top 10 Sexy Geek Girl Fashions & Cosplay… | Bit Rebels) http://t.co/JLdq7NoV,fde8eb00-0444-4159-9b65-1ead60c2dc88
61,Video: The Power of Networks: Manuel Lima’s Talk… Sketched and Animated (via information aesthetics) http://t.co/gBCVwKpb,fde8eb00-0444-4159-9b65-1ead60c2dc88
62,Photo: anatomy of a social network http://t.co/6SxqNwoJ,fde8eb00-0444-4159-9b65-1ead60c2dc88
63,Video: hellodoctorkitty: Jared Spool and Friends - Hiring the next generation of Interaction Designers (by... http://tumblr.com/xyb168ju9z,fde8eb00-0444-4159-9b65-1ead60c2dc88
64,Social butterflies may have bigger brain structures - Health - Behavior - msnbc.com - Research links the... http://tumblr.com/xyb168w3an,fde8eb00-0444-4159-9b65-1ead60c2dc88
65,"Experimental Campaigns Pay Drivers to Avoid Rush-Hour Traffic - this spring, with a $3 million research... http://t.co/jk5OSfFl",fde8eb00-0444-4159-9b65-1ead60c2dc88
66,The Body Odd - 'Asian flush' red flag for risk of cancer - “People with this ALHD2 deficiency have a really... http://tumblr.com/xyb1699k89,fde8eb00-0444-4159-9b65-1ead60c2dc88
67,Photo: Gender balance on social networking sites (via Information is Beautiful) http://t.co/GrAJW1kY,fde8eb00-0444-4159-9b65-1ead60c2dc88
68,Video: Origami Pills Bloom In Water (via PSFK) http://t.co/xj5zQdRt,fde8eb00-0444-4159-9b65-1ead60c2dc88
69,Video: Kymera Magic Wand Remote Control by thewandcompany (via Broodr) http://t.co/q3Fo7Bsm,fde8eb00-0444-4159-9b65-1ead60c2dc88
70,[Research Paper] The Alcohol Flushing Response: An Unrecognized Risk Factor for Esophageal Cancer from... http://tumblr.com/xyb169p2fv,fde8eb00-0444-4159-9b65-1ead60c2dc88
71,Video: What is courage? (via Hello Etsy Berlin - Chad Dickersonon Etsy - live streaming video powered by... http://t.co/ZVLK3Cvu,fde8eb00-0444-4159-9b65-1ead60c2dc88
72,Photo: Doctors with a Facebook profile could be jeopardizing their relationship with patients if they don’t... http://tumblr.com/xyb16a8ozz,fde8eb00-0444-4159-9b65-1ead60c2dc88
73,Video: Doing your research as a patient. CNN’s Elizabeth Cohen explains why patients should do their own... http://tumblr.com/xyb16atkk8,fde8eb00-0444-4159-9b65-1ead60c2dc88
74,Photo: (via How Social is the Web? [Infographic]) http://t.co/XCRQTKOt,fde8eb00-0444-4159-9b65-1ead60c2dc88
75,"Video: Seniors who eat healthy, live longer. CNN’s Pat St. Claire looks at a new study about eating habits... http://tumblr.com/xyb16bcpm8",fde8eb00-0444-4159-9b65-1ead60c2dc88
76,"The new subspecialty of clinical informatics - Last fall, the American Board of Medical Specialties (ABMS)... http://t.co/xB7xc2Dk",fde8eb00-0444-4159-9b65-1ead60c2dc88
77,Mental Models: Aligning Design Strategy with Human Behavior by Indi Young http://t.co/iHQEfxfP,fde8eb00-0444-4159-9b65-1ead60c2dc88
78,In the Future Everything Will Be A Coffee Shop - via The Speculist http://t.co/MFg3T236,fde8eb00-0444-4159-9b65-1ead60c2dc88
79,Photo: Virtual Museum Showcases 130 Years Of Nursing Stories & Artifacts (via PSFK) http://t.co/Ex7r9J4w,fde8eb00-0444-4159-9b65-1ead60c2dc88
80,Photo: New Start-Up Uses Algorithims to Determine Your Bra Size (via Chipchick) http://t.co/k4D7SwqT,fde8eb00-0444-4159-9b65-1ead60c2dc88
81,Photo: Hyperextension and ballet (via « wandering apricot) http://t.co/65jSJKXG,fde8eb00-0444-4159-9b65-1ead60c2dc88
82,Photo: Sculpted Fingernail Art (via Geekologie) http://t.co/IjgjUpdo,fde8eb00-0444-4159-9b65-1ead60c2dc88
83,Video: BoF Fashion Pioneers | Jefferson Hack in conversation with Imran Amed (via The Business of Fashion) http://tumblr.com/xyb16fq3uy,fde8eb00-0444-4159-9b65-1ead60c2dc88
84,Photo: http://t.co/YbEYbHIl,fde8eb00-0444-4159-9b65-1ead60c2dc88
85,Photo: Collection of work from Origami Artist Robert J Lang (via OEN) http://t.co/Z7dIgWl6,fde8eb00-0444-4159-9b65-1ead60c2dc88
86,"Photo: He Said, She Said: How Information Flows From You to Your Boss's Boss http://t.co/QQiLdoW5",fde8eb00-0444-4159-9b65-1ead60c2dc88
87,Photo: The Top 13 Women Who Impacted Technology in 2010 http://tumblr.com/xyb16gehpi,fde8eb00-0444-4159-9b65-1ead60c2dc88
88,"For Some Travelers Stranded in Airports, Relief Is in 140 Characters via Pew Research Center's Internet &... http://tumblr.com/xyb16gpus9",fde8eb00-0444-4159-9b65-1ead60c2dc88
89,Photo: Making sense of software development and personality types http://t.co/zskpOLCk,fde8eb00-0444-4159-9b65-1ead60c2dc88
90,"Photo: Conducted by the U.K.’s Superdrug chain, the study found that ladies with lighter locks earn about... http://tumblr.com/xyb16h2qty",fde8eb00-0444-4159-9b65-1ead60c2dc88
91,Read Boys in White by Howard S. Becker http://bit.ly/gO8oIT,fde8eb00-0444-4159-9b65-1ead60c2dc88
92,Gilt Groupe Continues on a Roll - The former Harvard classmates started the shopping site just over three... http://tumblr.com/xyb16hjbux,fde8eb00-0444-4159-9b65-1ead60c2dc88
93,"Ladies, Want a Career in Science? Want to Have a Family? Pick One - Women in science are not alone. In law,... http://tumblr.com/xyb16hzwta",fde8eb00-0444-4159-9b65-1ead60c2dc88
94,6 Essential Skills All Employees Will Need in 2011 - 1. Immigrant Perspective 2. Circular Vision 3. Latin... http://tumblr.com/xyb16ijl5h,fde8eb00-0444-4159-9b65-1ead60c2dc88
95,Fifty Writing Tools: Quick List | Poynter. http://tumblr.com/xyb16j26lk,fde8eb00-0444-4159-9b65-1ead60c2dc88
96,Video: How To Make Vietnamese Coffee (by HighBeamFilms) http://t.co/Eo2si8e8,fde8eb00-0444-4159-9b65-1ead60c2dc88
97,lyx is soooo awesome!!! finally figured out how to customize it :),fde8eb00-0444-4159-9b65-1ead60c2dc88
98,Impact Algorithms: Strategies Remarkable People Use to Accomplish Remarkable Things - via Study Hacks http://t.co/yBXJh615,fde8eb00-0444-4159-9b65-1ead60c2dc88
99,Why You're Tired - Causes of Fatigue http://tumblr.com/xyb16jn67s,fde8eb00-0444-4159-9b65-1ead60c2dc88
0,"@username I'm her teacher, I'm the man who solves her doubts   /cc @username",19aa79e6-7ac8-497f-8db2-b86295e117ed
1,"@username you know I like the praises, so I retweet you",19aa79e6-7ac8-497f-8db2-b86295e117ed
2,@username @username Dulce a good lesson in the last tweet,19aa79e6-7ac8-497f-8db2-b86295e117ed
3,Any Spanish Internet Slang Dictionary like http://t.co/fTPdf2jr or http://t.co/DscgUPEr? #research #nlp #sentimentanalysis RT please,19aa79e6-7ac8-497f-8db2-b86295e117ed
4,"Workshop on Sentiment Analysis in the 2012 @username congress, have you registered? http://t.co/ywNjxH8t #research #nlp",19aa79e6-7ac8-497f-8db2-b86295e117ed
5,"Workshop on Sentiment Analysis in the 2012 @username congress, have you registered? http://t.co/kEnZlGC3 #sentimentanalysis",19aa79e6-7ac8-497f-8db2-b86295e117ed
6,.@username @username Spanish Sentiment Analysis on Twitter at @username 2012 http://t.co/ywNjxH8t #sentimentanalysis #nlp,19aa79e6-7ac8-497f-8db2-b86295e117ed
7,SEPLN 2012 Workshop on: Sentiment Analysis at SEPL: http://t.co/gDVeALuW,19aa79e6-7ac8-497f-8db2-b86295e117ed
8,SEPLN 2012 Workshop on: Sentiment Analysis at SEPL: http://t.co/flLTgfDC,19aa79e6-7ac8-497f-8db2-b86295e117ed
9,SEPLN 2012 Workshop on: Sentiment Analysis at SEPL: http://t.co/nQMnaJMH,19aa79e6-7ac8-497f-8db2-b86295e117ed
10,Does anyone know if #RapidMiner has problems with the treatment of floating-point data? #research #datamining,19aa79e6-7ac8-497f-8db2-b86295e117ed
11,"Random Walk Weighting over SentiWordNet for Sentiment Polarity Detection on Twitter http://t.co/ouN8CbYc
#sentimentanalysis #nlp #research",19aa79e6-7ac8-497f-8db2-b86295e117ed
12,"@username bufff, muchas muchas :)",19aa79e6-7ac8-497f-8db2-b86295e117ed
13,"Sentic Computing, a new book about #sentimentanalysis by @username http://t.co/hgNMKw9X",19aa79e6-7ac8-497f-8db2-b86295e117ed
14,The Workshop on #SentimentAnalysis at #sepln2012 has just published the differents papers of the participants http://t.co/aYJ5K3V8,19aa79e6-7ac8-497f-8db2-b86295e117ed
15,"""Sinai at Tass2012"" by @username @username M. A. Cumbreras and @username http://t.co/cjBB3IuH #sepln2012 #sentimentanalysis #tass2012",19aa79e6-7ac8-497f-8db2-b86295e117ed
16,Always have your stuff when you need it with @username. Sign up for free! http://t.co/so2QenBJ,19aa79e6-7ac8-497f-8db2-b86295e117ed
17,The best song for programm ? Drink Up Me Hearties Yo Ho – Hans Zimmer http://t.co/CIj1QLwR #Spotify,19aa79e6-7ac8-497f-8db2-b86295e117ed
18,Dropbox is giving away free space to all university students! Check it out: http://t.co/jOvFi4Mo #dropboxspacerace,19aa79e6-7ac8-497f-8db2-b86295e117ed
19,Dropbox is giving away free space to all university students! Check it out: http://t.co/jOvFi4Mo #dropboxspacerace,19aa79e6-7ac8-497f-8db2-b86295e117ed
20,Hacerlo por la @username. Dropbox is giving away free space to all university students! Check it out: http://t.co/jOvFi4Mo #dropboxspacerace,19aa79e6-7ac8-497f-8db2-b86295e117ed
21,La @username os necesita. Dropbox is giving away free space to all university students! Check it out: http://t.co/jOvFi4Mo #dropboxspacerace,19aa79e6-7ac8-497f-8db2-b86295e117ed
22,The researcher programmer? https://t.co/mlXAvAxk #research,19aa79e6-7ac8-497f-8db2-b86295e117ed
23,@username is the study or the prediction model published the study?,19aa79e6-7ac8-497f-8db2-b86295e117ed
24,@username thank you because I'm interested in this research line. I'm also building a Spanish political labeled corpus http://t.co/P7UppFKa,19aa79e6-7ac8-497f-8db2-b86295e117ed
25,Twitter sentiment model to predict the today US elections http://t.co/g1B2y0M7 #nlp #sentimentanalysis,19aa79e6-7ac8-497f-8db2-b86295e117ed
26,@username Do you have the reference of your papers http://t.co/J1fwmMvF and http://t.co/fhPXqx5Q or they continue in preprint status?.Thanks,19aa79e6-7ac8-497f-8db2-b86295e117ed
27,@username Thanks you very much.,19aa79e6-7ac8-497f-8db2-b86295e117ed
28,Job offers for #nlproc researchers http://t.co/aKIltIpn #research #job,19aa79e6-7ac8-497f-8db2-b86295e117ed
29,My last paper: Sentiment Analysis in Twitter. With @username @username and @username http://t.co/acUrjtl2… #nlproc #sentimentanalysis,19aa79e6-7ac8-497f-8db2-b86295e117ed
30,My last paper: Sentiment Analysis in Twitter. Wiht @username L. Alfonso and @username http://t.co/acUrjtl2… #nlproc #sentimentanalysis,19aa79e6-7ac8-497f-8db2-b86295e117ed
31,@username congratulations,19aa79e6-7ac8-497f-8db2-b86295e117ed
32,Maldito seas FreeNX,19aa79e6-7ac8-497f-8db2-b86295e117ed
33,"Nuevo artículo: Sentiment polarity detection in Spanish reviews... con @username, JM Perea y @username #procln http://t.co/bnRSQVxV",19aa79e6-7ac8-497f-8db2-b86295e117ed
34,Sentiment polarity detection in Spanish reviews... http://t.co/bnRSQVxV by @username @username JM Perea @username #nlproc #research,19aa79e6-7ac8-497f-8db2-b86295e117ed
35,"RT @username: EUGENIO MARTINEZ (@username), PREGONERO HDAD. 2013. J.M. BLANCA ANGULO, M.Á. COLMENERO RUIZ PRESENTADORES CARTEL YBOLETÍN",19aa79e6-7ac8-497f-8db2-b86295e117ed
36,Malditas sean las diferencias entre python 2.7 y python 3,19aa79e6-7ac8-497f-8db2-b86295e117ed
37,Web Based Communities and Social Media 2013 Conference http://t.co/AmXZHgtb #wbcsm2013,19aa79e6-7ac8-497f-8db2-b86295e117ed
38,El manual del router Home Station ADSL ADB A4001N es http://t.co/O9PslLk5KY,19aa79e6-7ac8-497f-8db2-b86295e117ed
39,Sentiment polarity detection in Spanish reviews... http://t.co/b7Stu5SuWA new article by @username @username #perea #laurena #nlproc,19aa79e6-7ac8-497f-8db2-b86295e117ed
40,Article published in #CICLING2013 Combining Supervised and Unsupervised Polar... http://t.co/RKdmUvfiD7 by @username @username #nlproc,19aa79e6-7ac8-497f-8db2-b86295e117ed
41,"TASS - Workshop on Sentiment Analysis at SEPLN new paper at @username by Villena, Lana, @username, @username http://t.co/b0nXJCEuD1 #nlproc",19aa79e6-7ac8-497f-8db2-b86295e117ed
42,"SINAI en TASS 2012 new paper at @username by @username, Miguel, @username y Alfonso http://t.co/ocpmRs4bOH #nlproc",19aa79e6-7ac8-497f-8db2-b86295e117ed
43,"""Knowledge based Approach for Polarity Classification in Twitter"" paper accepted in @username. #nlproc",19aa79e6-7ac8-497f-8db2-b86295e117ed
44,"Bilingual Experiments on an Opinion Comparable Corpus by @username @username loles and laurena, paper acepted in #wassa2013 #nlproc",19aa79e6-7ac8-497f-8db2-b86295e117ed
45,Ya tengo Google Now :-),19aa79e6-7ac8-497f-8db2-b86295e117ed
46,Revisores de workshops que se creen Risto Mejide #concepto,19aa79e6-7ac8-497f-8db2-b86295e117ed
47,Ranked WordNet Graph for Sentiment Polarity Classification... by @username @username @username laurena http://t.co/1LNw9RthEE #nlproc,19aa79e6-7ac8-497f-8db2-b86295e117ed
48,"Opinion Mining area in #IJCNLP2013 congress. Deadline May 17, 2013. http://t.co/jxgnvaiXjR",19aa79e6-7ac8-497f-8db2-b86295e117ed
49,Opinion Mining session at #IJCNLP. You can submit your paper until the 17th of May. http://t.co/jxgnvaiXjR #nlproc #sentimentanalysis,19aa79e6-7ac8-497f-8db2-b86295e117ed
50,TASS returns this year with two new challenges http://t.co/dhLoUofaCr #nlproc #research #sentimentanalysis,19aa79e6-7ac8-497f-8db2-b86295e117ed
51,"Deadline for #IJCNLP Opinion Mining area is May 17, 2013. Submit your #sentimentanalysis research http://t.co/jxgnvaiXjR",19aa79e6-7ac8-497f-8db2-b86295e117ed
52,Sinai research group will participate in #semeval2013 http://t.co/5vfQQQ1dpK Machine Learning and Emotion of the Crowd for SA in Microblogs,19aa79e6-7ac8-497f-8db2-b86295e117ed
53,El grupo SINAI (@username) participará en el #semeval2013 http://t.co/5vfQQQ1dpK Machine Learning and Emotion of the Crowd for SA in Microblogs,19aa79e6-7ac8-497f-8db2-b86295e117ed
54,"We are reviewing the #TASS2013 politics corpus. Soon, all the participants will be able to download it. http://t.co/HOTnnPJwEr #nlproc",19aa79e6-7ac8-497f-8db2-b86295e117ed
55,@username Could you help to configure the connection of my 3g plan in my n95 mobile phone? Thanks,19aa79e6-7ac8-497f-8db2-b86295e117ed
56,@username Could you help to configure the connection of my 3g plan in my n95 mobile phone? Thanks,19aa79e6-7ac8-497f-8db2-b86295e117ed
57,"@username OK, now I follow you",19aa79e6-7ac8-497f-8db2-b86295e117ed
58,Sinai at #semeval2013: Machine Learning and Emotion of the Crowd... by @username @username... http://t.co/3JxhfYph6L  #naacl2013  #nlproc,19aa79e6-7ac8-497f-8db2-b86295e117ed
59,Nuevo artículo para #naacl2013 http://t.co/3JxhfYph6L SINAI: Machine Learning and Emotion of the Crowd... con @username y @username,19aa79e6-7ac8-497f-8db2-b86295e117ed
60,New paper: Bilingual Experiments on an Opinion Comparable Corpus by @username @username... http://t.co/kbl0CIwmIy #nlproc #wassa2013,19aa79e6-7ac8-497f-8db2-b86295e117ed
61,Ya disponible Bilingual Experiments on an Opinion Comparable Corpus by @username @username... http://t.co/kbl0CIwmIy #wassa2013 #nlproc,19aa79e6-7ac8-497f-8db2-b86295e117ed
62,If you are interested in Sentiment Analysis TASS is your workshop http://t.co/HOTnnPJwEr #nlproc #sentimentanalysis You can register now,19aa79e6-7ac8-497f-8db2-b86295e117ed
63,A leer un poco antes de ir a visitar Shrewsbury,19aa79e6-7ac8-497f-8db2-b86295e117ed
64,Talking about Sentiment Analysis with Google Glasses at #wassa2013 #naacl2013,19aa79e6-7ac8-497f-8db2-b86295e117ed
65,At #wassa2013 http://t.co/YK04l4ICSz,19aa79e6-7ac8-497f-8db2-b86295e117ed
66,Text normalization in chat and social networks by @username http://t.co/5z6AaAofaU #nlproc #socialmedia,19aa79e6-7ac8-497f-8db2-b86295e117ed
67,Improving polarity classification of bilingual parallel... http://t.co/JxAWCMhb6H by jmperea @username @username @username #nlp,19aa79e6-7ac8-497f-8db2-b86295e117ed
68,"Semantic Orientation for Polarity Classification in... by mdmolina, @username, @username, jmperea http://t.co/KVE0tKuTJC #nlproc #nlp",19aa79e6-7ac8-497f-8db2-b86295e117ed
69,Maldito seas tweet 2276,19aa79e6-7ac8-497f-8db2-b86295e117ed
70,"MI CUENTA DE TWITTER VALE 192 € !!, ¿CUANTO VALE LA TUYA? ... UTILIZA ESTO -> http://t.co/nGRqyqwq0h",19aa79e6-7ac8-497f-8db2-b86295e117ed
71,"MI CUENTA DE TWITTER VALE 187 € !!, ¿CUANTO VALE LA TUYA? ... UTILIZA ESTO -> http://t.co/nGRqyqwq0h",19aa79e6-7ac8-497f-8db2-b86295e117ed
72,I need a break,19aa79e6-7ac8-497f-8db2-b86295e117ed
73,Time for @username pfc,19aa79e6-7ac8-497f-8db2-b86295e117ed
74,Do anybody know a good handbook about Gate ANNIC? #gate,19aa79e6-7ac8-497f-8db2-b86295e117ed
75,Does anybody know how to configure #Tomcat to load shared libraries? #java #freeling #nlproc,19aa79e6-7ac8-497f-8db2-b86295e117ed
76,How can I load a java api of a C++ library in tomcat 7 (linux)? http://t.co/pKqidLEroP #tomcat #java #freeling,19aa79e6-7ac8-497f-8db2-b86295e117ed
77,How can I load a java api of a C++ library in tomcat 7 (linux)? http://t.co/pKqidLEroP #tomcat #linux #java,19aa79e6-7ac8-497f-8db2-b86295e117ed
78,"Hoy estoy de suerte. Mensaje de error: Congratulations, you found the ONLY bug in GATE!
#ironía",19aa79e6-7ac8-497f-8db2-b86295e117ed
79,Does anybody know how to configure Eclipse to debug web applications in Tomcat?,19aa79e6-7ac8-497f-8db2-b86295e117ed
80,The fraud of Italian #aove http://t.co/PecMkKsmAU,19aa79e6-7ac8-497f-8db2-b86295e117ed
81,Habemus new paper :),19aa79e6-7ac8-497f-8db2-b86295e117ed
82,Integrating Spanish lexical resources by meta-classifiers...  by @username Loles @username and Perea http://t.co/3oBPLJL2tG #nlproc,19aa79e6-7ac8-497f-8db2-b86295e117ed
83,At #NLDB2014 http://t.co/gq6ZKaQkj3,19aa79e6-7ac8-497f-8db2-b86295e117ed
84,"Cross-domain Sentiment Analysis by mdmolina, @username, @username and laurena http://t.co/D6pgIDEo4h #sentimentanalysis #NLProc",19aa79e6-7ac8-497f-8db2-b86295e117ed
85,3rd edition of TASS: Workshop of Sentiment Analysis in #Spanish http://t.co/DEWeo2akVj #research #nlproc,19aa79e6-7ac8-497f-8db2-b86295e117ed
86,Y la @username sin Internet. Ole,19aa79e6-7ac8-497f-8db2-b86295e117ed
87,Proceedings of the Fifth edition of TIMM Workshop http://t.co/ClQPQN2P3A #NLProc #research,19aa79e6-7ac8-497f-8db2-b86295e117ed
88,Athur Más TRAIDOR,19aa79e6-7ac8-497f-8db2-b86295e117ed
89,A Spanish semantic orientation approach to domain... by Dolores M. @username @username and Alfonso U. http://t.co/chxMp02HK4 #NLProc,19aa79e6-7ac8-497f-8db2-b86295e117ed
90,#OpenBook new text simplification tool for ASD people developed by FIRST project https://t.co/HzWRIag6Ij #nlproc #research,19aa79e6-7ac8-497f-8db2-b86295e117ed
0,"Happy Birthday @username !!! Your number Fifty Sixx! If someone would have said Thirty Sixx, everyone… http://t.co/TQ7zRTCReu",91947b38-5ecd-4b12-957a-26e52198f058
1,"@username @username That's right, Mick!!! ????????",91947b38-5ecd-4b12-957a-26e52198f058
2,@username July 30?,91947b38-5ecd-4b12-957a-26e52198f058
3,"“@username: Photo: 61below: BEHOLD, FRESH HOMEMADE GLUTEN FREE DONUTS. http://t.co/SQbVAek7Ol” @username",91947b38-5ecd-4b12-957a-26e52198f058
4,@username The Sixx look on #sixxmas ????????,91947b38-5ecd-4b12-957a-26e52198f058
5,“@username: @username  july 13th I enjoyed it it was my first rock concert” Cool! @username never fails to capture!,91947b38-5ecd-4b12-957a-26e52198f058
6,A Happy Birthday wish to @username from fan Heather King posted on http://t.co/0enHKm5ipB #HBDNikki #proud56 http://t.co/0kfyRiB8eY,91947b38-5ecd-4b12-957a-26e52198f058
7,"@username @username he will always look good, because he is good!",91947b38-5ecd-4b12-957a-26e52198f058
8,@username Thank you Nikki! Let's eat some cake!!! ????????????????,91947b38-5ecd-4b12-957a-26e52198f058
9,"@username @username We sure do!!! Nikki, have fun reading my book present & looking at the pix! ????????????????",91947b38-5ecd-4b12-957a-26e52198f058
10,"@username Plse take a second of ur time, while eating cake ???? to say a prayer for @username who is in the ICU right now? #fckcancer??",91947b38-5ecd-4b12-957a-26e52198f058
11,“@username: this is so accurate “@username: this is me http://t.co/oPiW8xG5P9”” why would anyone hate you?,91947b38-5ecd-4b12-957a-26e52198f058
12,"@username @username @username I choose yellow. I would revive...well, you know whom... #HBDNikki",91947b38-5ecd-4b12-957a-26e52198f058
13,@username @username The birthday. #HBDNikki,91947b38-5ecd-4b12-957a-26e52198f058
14,@username There’s a real bad storm coming over LA. I saw photos from the air over town. Ugh.,91947b38-5ecd-4b12-957a-26e52198f058
15,"@username @username Wow, Nikki, that was the first birthday wish you got from a close friend & u reply just now. Gonna be a looong nite..",91947b38-5ecd-4b12-957a-26e52198f058
16,@username What a great birthday! So many wishes! I hope you like my bdaygift...???? Good night... ???? #HBDNikki http://t.co/WFsXmG7vB4,91947b38-5ecd-4b12-957a-26e52198f058
17,"@username Your tone was hostile to begin with imo. If you enjoy the page, why advise on the page profile pic? Talk like u mean... ????",91947b38-5ecd-4b12-957a-26e52198f058
18,"@username @username @username Aaaahhh, another gem! What will happen to your collection when...??? #giveittome #lol ????????",91947b38-5ecd-4b12-957a-26e52198f058
19,#ShoutOut #megatime to yesterday's birthday boy @username #HBDNikki ????????,91947b38-5ecd-4b12-957a-26e52198f058
20,#ShoutOut @username (thanx4urhelp!) @username @username @username @username @username @username @username,91947b38-5ecd-4b12-957a-26e52198f058
21,#ShoutOut @username @username @username (HopeUrFine!) @username @username @username @username @username @username,91947b38-5ecd-4b12-957a-26e52198f058
22,"That's it, folks!!!! Hahaha! ????????",91947b38-5ecd-4b12-957a-26e52198f058
23,"Some complete different #photoedits #selfies after yesterday's #sixx spree. Don't worry, more edits of him soon...???? http://t.co/KWkduKnzgp",91947b38-5ecd-4b12-957a-26e52198f058
24,@username @username @username @username @username @username @username @username @username thnx ??????,91947b38-5ecd-4b12-957a-26e52198f058
25,@username #positive #negative #photoedit by @username ???? #stars #rockon http://t.co/sBP3wSqsuo,91947b38-5ecd-4b12-957a-26e52198f058
26,@username @username @username @username @username #GetHighOnTheMusic #lyrics #photoedit by @username ???? http://t.co/5GiaJs4kNG,91947b38-5ecd-4b12-957a-26e52198f058
27,"@username @username ""I wonder what ""Bitte Bitte"" means..."" (US GI in ""The Longest Day"") ????",91947b38-5ecd-4b12-957a-26e52198f058
28,@username 's dog #LeicaSixx in a #photoedit with #photoart by @username ????by @username #sixxart http://t.co/acwbG7gUtS,91947b38-5ecd-4b12-957a-26e52198f058
29,@username I haven't got Direct TV but I know this show & it's good! ????,91947b38-5ecd-4b12-957a-26e52198f058
30,"@username What loves eachother hates eachother somehow too. Bad translation of a German proverb, but OK ????",91947b38-5ecd-4b12-957a-26e52198f058
31,@username since number 253 started following you ????,91947b38-5ecd-4b12-957a-26e52198f058
32,11:11 am here: MAKE A WISH! ??????,91947b38-5ecd-4b12-957a-26e52198f058
33,"@username The Netherlands. Yeah, I hope so too.. ????",91947b38-5ecd-4b12-957a-26e52198f058
34,"@username #photoedit ""Give Me A Love"" from #ModernVintage by @username ???? @username @username @username http://t.co/cXaj5BgI1i",91947b38-5ecd-4b12-957a-26e52198f058
35,@username @username @username @username Your music is a great inspiration to me! https://t.co/jogqaRXD6M,91947b38-5ecd-4b12-957a-26e52198f058
36,"@username I'm fine, hon. You? ????",91947b38-5ecd-4b12-957a-26e52198f058
37,“@username: @username good! And I am doing well :) I finally got a new phone ...so ill be on A LOT :D ??” ??????????????????????,91947b38-5ecd-4b12-957a-26e52198f058
38,“@username: @username I've missed you like crazy!! :-*” I missed you too ????,91947b38-5ecd-4b12-957a-26e52198f058
39,"@username @username Have fun in London, Joy!",91947b38-5ecd-4b12-957a-26e52198f058
40,@username @username You too! Nice tree! ????,91947b38-5ecd-4b12-957a-26e52198f058
41,"@username @username The pentagram star on Nikki's fav sneakers and this tattoo. He had it covered, but it meant something..",91947b38-5ecd-4b12-957a-26e52198f058
42,@username @username @username @username @username @username Thank you!,91947b38-5ecd-4b12-957a-26e52198f058
43,@username @username @username Thank you! ??,91947b38-5ecd-4b12-957a-26e52198f058
44,@username please take a look at my latest photo montages in my twitter profile gallery? What do you think? #photoeditart,91947b38-5ecd-4b12-957a-26e52198f058
45,@username Nice pic of u in the early 90's! Nice new avatar with #LeicaSixx too! ????????,91947b38-5ecd-4b12-957a-26e52198f058
46,Thank you all good people for faving and retweeting my posts! @username @username @username @username @username,91947b38-5ecd-4b12-957a-26e52198f058
47,@username #photomontage I did just now. I got the #skullspic from @username ???? http://t.co/PknoXIGSlY,91947b38-5ecd-4b12-957a-26e52198f058
48,"“@username: @username @username It turned out really nice!” Thank you! I think it did, yes! ????",91947b38-5ecd-4b12-957a-26e52198f058
49,@username @username @username @username @username @username @username Very nice of you!,91947b38-5ecd-4b12-957a-26e52198f058
50,"@username @username @username Thank you, dear Ann!",91947b38-5ecd-4b12-957a-26e52198f058
51,You are on my Xmas list... ??????,91947b38-5ecd-4b12-957a-26e52198f058
52,@username @username @username @username @username @username @username @username That's me all the time lol,91947b38-5ecd-4b12-957a-26e52198f058
53,"Nothing matters ever since the day you pulled the pin on my heart like a hand grenade...
#sixxam #STARS",91947b38-5ecd-4b12-957a-26e52198f058
54,"@username @username @username @username Lyrics #photoedit ""Let's Go"" #ModernVintage #newsixxam #LetsGo #sixxam http://t.co/ulFeiaOOgD",91947b38-5ecd-4b12-957a-26e52198f058
55,"11:11 am right here, right now. I make a wish...please, let it come true! ??????",91947b38-5ecd-4b12-957a-26e52198f058
56,"@username @username Haha, cool. That's about the first time I heard about him...",91947b38-5ecd-4b12-957a-26e52198f058
57,@username YEAH!!! WE'RE GONNA BE THERE!!!! ????????????????????????????,91947b38-5ecd-4b12-957a-26e52198f058
58,It's #football day today....????,91947b38-5ecd-4b12-957a-26e52198f058
